source_text,target_text,source_text_no_stopwords,source_text_stemmed,source_text_lemmatized,target_text_no_stopwords,target_text_stemmed,target_text_lemmatized
her response to that internet troll was extremely harsh and effective.,her clapback to that troll was savage.,response internet troll extremely harsh effective,respons internet troll extrem harsh effect,response internet troll extremely harsh effective,clapback troll savage,clapback troll savag,clapback troll savage
i am about to arrive. see me at the club.,"i'm about to pull up, c me at the club!",arrive club,arriv club,arrive club,i'm pull c club,i'm pull c club,i'm pull c club
it is extremely cold outside.,it's cold asl outside!,extremely cold outside,extrem cold outsid,extremely cold outside,it's cold asl outside,it' cold asl outsid,it's cold asl outside
he was scoring many three-point shots all night.,he was out there bangin' 30s all night.,scoring point shots night,score point shot night,scoring point shot night,bangin 30s night,bangin 30 night,bangin 30 night
he does not care what anyone thinks; he is confidently authentic.,"he doesn't care what anyone thinks, he's so based.",does care thinks confidently authentic,doe care think confid authent,doe care think confidently authentic,doesn't care thinks he's based,doesn't care think he' base,doesn't care think he's based
i am about to look very attractive at this event tonight.,i'm about to beat my face for this event tonight.,look attractive event tonight,look attract event tonight,look attractive event tonight,i'm beat face event tonight,i'm beat face event tonight,i'm beat face event tonight
he is very angry because we defeated his team last night.,he's big mad because we beat his team last night.,angry defeated team night,angri defeat team night,angry defeated team night,he's big mad beat team night,he' big mad beat team night,he's big mad beat team night
how many people have you slept with?,what's your body count?,people slept,peopl slept,people slept,what's body count,what' bodi count,what's body count
we are going to an upscale restaurant tonight.,we're going to a boujee restaurant tonight.,going upscale restaurant tonight,go upscal restaur tonight,going upscale restaurant tonight,we're going boujee restaurant tonight,we'r go bouje restaur tonight,we're going boujee restaurant tonight
he was joking about his business all night.,he was joking about his bussy all night.,joking business night,joke busi night,joking business night,joking bussy night,joke bussi night,joking bussy night
that performance was extremely embarrassing.,that performance was so cringe.,performance extremely embarrassing,perform extrem embarrass,performance extremely embarrassing,performance cringe,perform cring,performance cringe
that joke made me laugh very hard.,that joke had me ded.,joke laugh hard,joke laugh hard,joke laugh hard,joke ded,joke ded,joke ded
pizza is the best food ever. that is a fact.,pizza is the best food ever. facts.,pizza best food fact,pizza best food fact,pizza best food fact,pizza best food facts,pizza best food fact,pizza best food fact
she had a major improvement in appearance over the summer.,she had a major glow-up over the summer.,major improvement appearance summer,major improv appear summer,major improvement appearance summer,major glow summer,major glow summer,major glow summer
she spilled her drink on her dress and then moved in a circular motion awkwardly.,she spilled her drink on her dress and i oop!,spilled drink dress moved circular motion awkwardly,spill drink dress move circular motion awkwardli,spilled drink dress moved circular motion awkwardly,spilled drink dress oop,spill drink dress oop,spilled drink dress oop
that outfit gives a strong sense of 1990s nostalgia.,it's giving 90s nostalgia with that outfit.,outfit gives strong sense 1990s nostalgia,outfit give strong sens 1990 nostalgia,outfit give strong sense 1990s nostalgia,it's giving 90s nostalgia outfit,it' give 90 nostalgia outfit,it's giving 90 nostalgia outfit
that party was very exciting.,that party was lit!,party exciting,parti excit,party exciting,party lit,parti lit,party lit
that movie was mediocre and nothing special.,"that movie was mid, nothing special.",movie mediocre special,movi mediocr special,movie mediocre special,movie mid special,movi mid special,movie mid special
i cannot believe you ate the last slice of pizza.,not you eating the last slice of pizza!,believe ate slice pizza,believ ate slice pizza,believe ate slice pizza,eating slice pizza,eat slice pizza,eating slice pizza
she is behaving like someone with no independent thinking and is simply following others.,"she's acting like such an npc, just going with the flow.",behaving like independent thinking simply following,behav like independ think simpli follow,behaving like independent thinking simply following,she's acting like npc just going flow,she' act like npc just go flow,she's acting like npc just going flow
"you do not understand internet memes? okay, older person.",you don't understand memes? ok boomer.,understand internet memes okay older person,understand internet meme okay older person,understand internet meme okay older person,don't understand memes ok boomer,don't understand meme ok boomer,don't understand meme ok boomer
"i am telling you, that was the best movie i have ever seen.","i'm telling you, that was the best movie i've ever seen, on god!",telling best movie seen,tell best movi seen,telling best movie seen,i'm telling best movie i've seen god,i'm tell best movi i'v seen god,i'm telling best movie i've seen god
that tweet was criticized so heavily that more people replied than liked it.,"that tweet got ratio'd so bad, more people replied than liked it.",tweet criticized heavily people replied liked,tweet critic heavili peopl repli like,tweet criticized heavily people replied liked,tweet got ratio'd bad people replied liked,tweet got ratio'd bad peopl repli like,tweet got ratio'd bad people replied liked
"he is very charming, and everyone likes him.","he's got so much rizz, everyone likes him.",charming likes,charm like,charming like,he's got rizz likes,he' got rizz like,he's got rizz like
i spilled my drink accidentally.,i spilled my drink sksksk.,spilled drink accidentally,spill drink accident,spilled drink accidentally,spilled drink sksksk,spill drink sksksk,spilled drink sksksk
this new song is excellent.,this new track slaps!,new song excellent,new song excel,new song excellent,new track slaps,new track slap,new track slap
why is he acting so suspicious all of a sudden?,why's he acting so sus all of a sudden?,acting suspicious sudden,act suspici sudden,acting suspicious sudden,why's acting sus sudden,why' act su sudden,why's acting sus sudden
she looks amazing in that outfit tonight.,she's slaying in that outfit tonight!,looks amazing outfit tonight,look amaz outfit tonight,look amazing outfit tonight,she's slaying outfit tonight,she' slay outfit tonight,she's slaying outfit tonight
tell me the gossip; i need to know what happened.,"spill the tea, i need to know what happened!",tell gossip need know happened,tell gossip need know happen,tell gossip need know happened,spill tea need know happened,spill tea need know happen,spill tea need know happened
that outfit looks excellent; she understood the assignment perfectly.,"that outfit is fire, she really understood the assignment.",outfit looks excellent understood assignment perfectly,outfit look excel understood assign perfectli,outfit look excellent understood assignment perfectly,outfit really understood assignment,outfit realli understood assign,outfit really understood assignment
those sneakers are stylish and impressive.,those sneakers are valid!,sneakers stylish impressive,sneaker stylish impress,sneaker stylish impressive,sneakers valid,sneaker valid,sneaker valid
how is the atmosphere? are you doing okay?,vibe check: are you good?,atmosphere doing okay,atmospher do okay,atmosphere doing okay,vibe check good,vibe check good,vibe check good
